id,name,path,size,quickXorHash,sensitivityLabelId,sensitivityLabelName,createdDateTime,lastModifiedDateTime
013YKIC6EGAOEZZOV5JFMK2CEPJIERQBJ3,Invoice_2025_4567.tar.gz,/drives/b!47z2fa2kOE-nHqWpGUu8yVsbnC4KYSFDnwdNPUJEe0bcXpVu_FG2SJXMRn1vb2k0/root:/JOB5/Bereich-Legal-Affairs/Technologie-Cloud-und-Infrastruktur/Invoice_2025_4567.tar.gz,630784,HPDfbNS1EGI/bW3dd1M4/vQtdkY=,,,2018-09-08T11:24:00Z,2023-11-06T21:34:00Z
013YKIC6DG2CSP3P3EHFP2O5XBVLFMLQSK,Marketing_Campaign_SpringSale_Jun.docx,/drives/b!47z2fa2kOE-nHqWpGUu8yVsbnC4KYSFDnwdNPUJEe0bcXpVu_FG2SJXMRn1vb2k0/root:/JOB5/Bereich-Legal-Affairs/Technologie-Cloud-und-Infrastruktur/Marketing_Campaign_SpringSale_Jun.docx,17410,jq/1QjF/GrXX7Y/95beHSAoHcKM=,,Confidential \ All Employees,2025-03-23T10:03:00Z,2025-08-31T19:19:00Z
013YKIC6GR5B6TVPRL3JKJNNZ2SGNALDYS,Meeting_Minutes_Board_2024-12-20.xlsx,/drives/b!47z2fa2kOE-nHqWpGUu8yVsbnC4KYSFDnwdNPUJEe0bcXpVu_FG2SJXMRn1vb2k0/root:/JOB5/Bereich-Legal-Affairs/Technologie-Cloud-und-Infrastruktur/Meeting_Minutes_Board_2024-12-20.xlsx,33792,i8B+Wb/qv0V4uoJj0oLcFBkgHQ8=,,,2025-09-17T12:43:00Z,2025-10-07T08:32:00Z
013YKIC6DWRLKW42HPOJN2EIP3QBHMHJNI,Meeting_Minutes_Team_2024-03-22.pptx,/drives/b!47z2fa2kOE-nHqWpGUu8yVsbnC4KYSFDnwdNPUJEe0bcXpVu_FG2SJXMRn1vb2k0/root:/JOB5/Bereich-Legal-Affairs/Technologie-Cloud-und-Infrastruktur/Meeting_Minutes_Team_2024-03-22.pptx,63488,LyRhn7D7fu4maQlqOl1/RVQ+Dvo=,,,2022-01-22T12:43:00Z,2024-02-15T22:31:00Z
013YKIC6DWAM6OB723NJOIKKT654FGCW7R,Operations_SOP_SOP456.txt,/drives/b!47z2fa2kOE-nHqWpGUu8yVsbnC4KYSFDnwdNPUJEe0bcXpVu_FG2SJXMRn1vb2k0/root:/JOB5/Bereich-Legal-Affairs/Technologie-Cloud-und-Infrastruktur/Operations_SOP_SOP456.txt,25698,06W35JpwcY7NqvNy39YMkCLqnhM=,,,2020-01-11T19:06:00Z,2020-08-01T07:52:00Z
013YKIC6HIDSKZJCYVXVK3PHL3IIPSNG3X,Project_KAM-Alpha_Scope.zip,/drives/b!47z2fa2kOE-nHqWpGUu8yVsbnC4KYSFDnwdNPUJEe0bcXpVu_FG2SJXMRn1vb2k0/root:/JOB5/Bereich-Legal-Affairs/Technologie-Cloud-und-Infrastruktur/Project_KAM-Alpha_Scope.zip,342016,W3VNWj0J3tdYFWjnd5OPpGN1iSM=,,,2016-06-09T03:28:00Z,2021-08-09T18:50:00Z
013YKIC6HFBY54UAZSMJN26S4N63TGQ3VM,Project_KAM-Gamma_Specs.zip,/drives/b!47z2fa2kOE-nHqWpGUu8yVsbnC4KYSFDnwdNPUJEe0bcXpVu_FG2SJXMRn1vb2k0/root:/JOB5/Bereich-Legal-Affairs/Technologie-Cloud-und-Infrastruktur/Project_KAM-Gamma_Specs.zip,327680,O1zvTnB44aIYo84a1GCznXGhLI0=,,,2016-06-09T03:28:00Z,2021-08-09T18:50:00Z
013YKIC6FQF7QAA4AAOFJ3VQWY6TFFGTRX,RnD_Prototype_Titan_alpha.docx,/drives/b!47z2fa2kOE-nHqWpGUu8yVsbnC4KYSFDnwdNPUJEe0bcXpVu_FG2SJXMRn1vb2k0/root:/JOB5/Bereich-Legal-Affairs/Technologie-Cloud-und-Infrastruktur/RnD_Prototype_Titan_alpha.docx,17029,2IF9eKPC3+t6oktqp4mp9IDHa9M=,,Confidential \ All Employees,2025-10-09T18:06:00Z,2026-02-28T16:12:00Z
013YKIC6CGIGHRIB5JRZJYRQ5463RHYUHN,Salary_Overview_Operations_May.xlsx,/drives/b!47z2fa2kOE-nHqWpGUu8yVsbnC4KYSFDnwdNPUJEe0bcXpVu_FG2SJXMRn1vb2k0/root:/JOB5/Bereich-Legal-Affairs/Technologie-Cloud-und-Infrastruktur/Salary_Overview_Operations_May.xlsx,79872,dskj3PpcNXsQvnccML+DeamRkys=,,,2018-08-01T06:34:00Z,2020-09-11T03:36:00Z
013YKIC6HWCPY7I3XFOZKZ7N6ZJ466ZKWL,Training_Material_CyberSecurity_Advanced.pdf,/drives/b!47z2fa2kOE-nHqWpGUu8yVsbnC4KYSFDnwdNPUJEe0bcXpVu_FG2SJXMRn1vb2k0/root:/JOB5/Bereich-Legal-Affairs/Technologie-Cloud-und-Infrastruktur/Training_Material_CyberSecurity_Advanced.pdf,237568,4msqJZ3WBKZWK2bW9RMCqB5T6R4=,,,2023-09-02T13:23:00Z,2025-01-30T22:37:00Z
013YKIC6HKLXHQTA7C2JIYW5ZRRXXF5EIC,Training_Material_CyberSecurity_Intermediate.xlsx,/drives/b!47z2fa2kOE-nHqWpGUu8yVsbnC4KYSFDnwdNPUJEe0bcXpVu_FG2SJXMRn1vb2k0/root:/JOB5/Bereich-Legal-Affairs/Technologie-Cloud-und-Infrastruktur/Training_Material_CyberSecurity_Intermediate.xlsx,74752,byPkdIZ8IlWvcSrXOalVLN2N9IU=,,,2018-03-26T10:17:00Z,2018-11-05T07:33:00Z
013YKIC6DCRW5CLVW4XBI2AEEPLYJZIUZZ,Annual_Report_2024.xlsx,/drives/b!47z2fa2kOE-nHqWpGUu8yVsbnC4KYSFDnwdNPUJEe0bcXpVu_FG2SJXMRn1vb2k0/root:/JOB5/Bereich-Legal-Affairs/Vertrieb-und-Marketing-B2B-B2C-Kanaele/Annual_Report_2024.xlsx,79872,nHcKeqR2tKZzj67UR9XK2P0KZ78=,,,2013-01-01T23:42:00Z,2014-11-09T21:26:00Z
013YKIC6BZZZUMYGN4H5LILF4SHA3PTAE7,Budget_Plan_RnD_FY2023.docx,/drives/b!47z2fa2kOE-nHqWpGUu8yVsbnC4KYSFDnwdNPUJEe0bcXpVu_FG2SJXMRn1vb2k0/root:/JOB5/Bereich-Legal-Affairs/Vertrieb-und-Marketing-B2B-B2C-Kanaele/Budget_Plan_RnD_FY2023.docx,17331,gJ/8Jnq5g+JZzklQM5Odir/m/4U=,,Confidential \ All Employees,2022-11-23T21:58:00Z,2023-01-31T23:48:00Z
013YKIC6FRVWQX4ZZ55FOJRUZH4RDE7HGB,Budget_Plan_RnD_FY2023.xlsx,/drives/b!47z2fa2kOE-nHqWpGUu8yVsbnC4KYSFDnwdNPUJEe0bcXpVu_FG2SJXMRn1vb2k0/root:/JOB5/Bereich-Legal-Affairs/Vertrieb-und-Marketing-B2B-B2C-Kanaele/Budget_Plan_RnD_FY2023.xlsx,28672,6jsnOxdnLzhVq/azgRI52txX2Ik=,,,2014-07-31T06:27:00Z,2017-05-31T17:54:00Z
013YKIC6HO5XO5T4NRCFLKR2JOGFM7KO34,Customer_Contract.tar.gz,/drives/b!47z2fa2kOE-nHqWpGUu8yVsbnC4KYSFDnwdNPUJEe0bcXpVu_FG2SJXMRn1vb2k0/root:/JOB5/Bereich-Legal-Affairs/Vertrieb-und-Marketing-B2B-B2C-Kanaele/Customer_Contract.tar.gz,832512,MMqNFCGMrGb0S6QJtUHyjQx1mWc=,,,2011-02-23T23:42:00Z,2023-02-24T21:26:00Z
013YKIC6DR7PH4AUYDAZKKNKRSQM7VGOIN,Employee_Schneider_Laura_Resume.zip,/drives/b!47z2fa2kOE-nHqWpGUu8yVsbnC4KYSFDnwdNPUJEe0bcXpVu_FG2SJXMRn1vb2k0/root:/JOB5/Bereich-Legal-Affairs/Vertrieb-und-Marketing-B2B-B2C-Kanaele/Employee_Schneider_Laura_Resume.zip,918528,Jy8szBIsV5o/TcvpbYZotANzx44=,,,2016-06-27T01:18:00Z,2022-12-29T23:59:00Z
013YKIC6FM4TVDW7M2WJNIFLMTV3COSNYF,IT_Ticket_TKT00456_Software.docx,/drives/b!47z2fa2kOE-nHqWpGUu8yVsbnC4KYSFDnwdNPUJEe0bcXpVu_FG2SJXMRn1vb2k0/root:/JOB5/Bereich-Legal-Affairs/Vertrieb-und-Marketing-B2B-B2C-Kanaele/IT_Ticket_TKT00456_Software.docx,17789,bfnA0cdf1Tt+O8R+nyz0CJi3P6U=,,Confidential \ All Employees,2016-06-21T12:13:00Z,2020-07-24T01:19:00Z
013YKIC6BYZOJFF6OOIZPLHGMKF4OBDJXZ,Project_DEV-Phoenix_Specs.pdf,/drives/b!47z2fa2kOE-nHqWpGUu8yVsbnC4KYSFDnwdNPUJEe0bcXpVu_FG2SJXMRn1vb2k0/root:/JOB5/Bereich-Legal-Affairs/Vertrieb-und-Marketing-B2B-B2C-Kanaele/Project_DEV-Phoenix_Specs.pdf,437248,5WCmQrJotx8TLo+Cahry3BZXdoU=,,,2022-06-07T22:42:00Z,2023-06-27T20:26:00Z
013YKIC6BL37MG5MKAYRMLBB2CYNFSC6EN,RnD_Prototype_Phoenix_v2.0.txt,/drives/b!47z2fa2kOE-nHqWpGUu8yVsbnC4KYSFDnwdNPUJEe0bcXpVu_FG2SJXMRn1vb2k0/root:/JOB5/Bereich-Legal-Affairs/Vertrieb-und-Marketing-B2B-B2C-Kanaele/RnD_Prototype_Phoenix_v2.0.txt,31807,L+CzVAkSq4y9ioIZLbLoPkLaUHs=,,,2025-04-22T15:49:00Z,2025-07-21T13:22:00Z
013YKIC6CALM22YHTTLBNZ55NJGPW3YSUG,Support_Case_CASE999_High.txt,/drives/b!47z2fa2kOE-nHqWpGUu8yVsbnC4KYSFDnwdNPUJEe0bcXpVu_FG2SJXMRn1vb2k0/root:/JOB5/Bereich-Legal-Affairs/Vertrieb-und-Marketing-B2B-B2C-Kanaele/Support_Case_CASE999_High.txt,26677,dtv7eL6YZgxGGyaAInhBK1xsbNU=,,,2017-06-17T23:38:00Z,2020-09-10T22:53:00Z
013YKIC6DHQYRGMBQEYNNI56J2OK3RGTS2,Customer_CUST3003_Contract.docx,/drives/b!47z2fa2kOE-nHqWpGUu8yVsbnC4KYSFDnwdNPUJEe0bcXpVu_FG2SJXMRn1vb2k0/root:/JOB6/Abteilung-Accounting/Betrieb-und-Projekte-Prozessmanagement/Customer_CUST3003_Contract.docx,19065,3McjvgsTkr5WGZEucUTaFANkM3o=,,Confidential \ All Employees,2023-10-24T12:15:00Z,2024-02-29T10:08:00Z
013YKIC6CNAYNGWPTTKVML4XXTA2C4JVTX,Customer_CUST5005_Contract.pptx,/drives/b!47z2fa2kOE-nHqWpGUu8yVsbnC4KYSFDnwdNPUJEe0bcXpVu_FG2SJXMRn1vb2k0/root:/JOB6/Abteilung-Accounting/Betrieb-und-Projekte-Prozessmanagement/Customer_CUST5005_Contract.pptx,104448,ua73x11S5WZFFhhGhENYFZVqF3o=,,,2023-04-26T04:49:00Z,2023-12-02T22:21:00Z
013YKIC6FIJXPFZ3PL2VKZDUIIWRZXHPOY,Finance_Audit_2024_Q4.zip,/drives/b!47z2fa2kOE-nHqWpGUu8yVsbnC4KYSFDnwdNPUJEe0bcXpVu_FG2SJXMRn1vb2k0/root:/JOB6/Abteilung-Accounting/Betrieb-und-Projekte-Prozessmanagement/Finance_Audit_2024_Q4.zip,97280,AIseh0oyyJXml4orVlm4tl5wVwg=,,,2018-09-04T18:20:00Z,2021-08-08T03:15:00Z
013YKIC6HTNUD2S55IKZIIVQQZLOZFG676,HR_Onboarding_EMP001_MÃ¼ller.zip,/drives/b!47z2fa2kOE-nHqWpGUu8yVsbnC4KYSFDnwdNPUJEe0bcXpVu_FG2SJXMRn1vb2k0/root:/JOB6/Abteilung-Accounting/Betrieb-und-Projekte-Prozessmanagement/HR_Onboarding_EMP001_MÃ¼ller.zip,304128,XQeN0HlpsqAd13t/P8LgHRUqfDU=,,,2019-03-20T05:38:00Z,2021-12-26T17:06:00Z
013YKIC6GFAWQGOGLVMVOZ26DEL3VHRAVW,Finance_Audit_2025_Q1.pdf,/drives/b!47z2fa2kOE-nHqWpGUu8yVsbnC4KYSFDnwdNPUJEe0bcXpVu_FG2SJXMRn1vb2k0/root:/JOB6/Abteilung-Accounting/Betrieb-und-Projekte-Prozessmanagement/Finance_Audit_2025_Q1.pdf,454656,R0Q7ac4XGBHVlVQ3veQ2zWcmvYg=,,,2024-05-01T21:49:00Z,2024-09-28T22:05:00Z
013YKIC6HXIXAD6AW7EZPI67ZRK2URVXFV,Marketing_Campaign_SpringSale_Mar.txt,/drives/b!47z2fa2kOE-nHqWpGUu8yVsbnC4KYSFDnwdNPUJEe0bcXpVu_FG2SJXMRn1vb2k0/root:/JOB6/Abteilung-Accounting/Betrieb-und-Projekte-Prozessmanagement/Marketing_Campaign_SpringSale_Mar.txt,47190,jepi5Nde0z+F05v5Kz9DAERxoGQ=,,,2018-12-08T05:26:00Z,2023-07-30T11:51:00Z
013YKIC6HSYWDU5V7G7JKIKHPTWEWALZAB,IT_Ticket_TKT01234_Hardware.txt,/drives/b!47z2fa2kOE-nHqWpGUu8yVsbnC4KYSFDnwdNPUJEe0bcXpVu_FG2SJXMRn1vb2k0/root:/JOB6/Abteilung-Accounting/Betrieb-und-Projekte-Prozessmanagement/IT_Ticket_TKT01234_Hardware.txt,2125,M6wm6lQwFAG3Fr0E6oJlECCUDzU=,,,2023-04-26T04:49:00Z,2023-12-02T22:21:00Z
013YKIC6FISMZLKV4CLFM25MNULPBES5VI,Meeting_Minutes_Team_2024-03-22.xlsx,/drives/b!47z2fa2kOE-nHqWpGUu8yVsbnC4KYSFDnwdNPUJEe0bcXpVu_FG2SJXMRn1vb2k0/root:/JOB6/Abteilung-Accounting/Betrieb-und-Projekte-Prozessmanagement/Meeting_Minutes_Team_2024-03-22.xlsx,83968,1+rGWKB7j3ffSWPP79y8X4iVUCw=,,,2011-03-06T22:49:00Z,2022-03-05T23:05:00Z
013YKIC6GRKMC44ZHALNO2SBNGFVLUS2CO,Project_KAM-Alpha_Scope.pdf,/drives/b!47z2fa2kOE-nHqWpGUu8yVsbnC4KYSFDnwdNPUJEe0bcXpVu_FG2SJXMRn1vb2k0/root:/JOB6/Abteilung-Accounting/Betrieb-und-Projekte-Prozessmanagement/Project_KAM-Alpha_Scope.pdf,400384,Etm1mSUf0QoZcKVKo80OZEcm3H8=,,,2011-08-23T14:55:00Z,2015-08-23T06:57:00Z
013YKIC6C7VJPQEEN53BKJLCXGTLCSUPLV,Project_OP-Sigma_Specs.tar.gz,/drives/b!47z2fa2kOE-nHqWpGUu8yVsbnC4KYSFDnwdNPUJEe0bcXpVu_FG2SJXMRn1vb2k0/root:/JOB6/Abteilung-Accounting/Betrieb-und-Projekte-Prozessmanagement/Project_OP-Sigma_Specs.tar.gz,306176,4tx/PHgXNDvrkxCba5KFFS6Y1wU=,,,2017-12-17T08:06:00Z,2019-11-16T12:56:00Z
013YKIC6FEKPHNOWAX5FL2RPD6BYTSDGL2,Project_KAM-Alpha_Scope.zip,/drives/b!47z2fa2kOE-nHqWpGUu8yVsbnC4KYSFDnwdNPUJEe0bcXpVu_FG2SJXMRn1vb2k0/root:/JOB6/Abteilung-Accounting/Betrieb-und-Projekte-Prozessmanagement/Project_KAM-Alpha_Scope.zip,520192,6FWgdmLOsUIxRbtyQB3ai3Exd84=,,,2023-03-16T05:38:00Z,2024-07-31T16:06:00Z
013YKIC6HVE56ZVDPNF5KILDFNXWRAO6FM,Support_Case_CASE042_Low.zip,/drives/b!47z2fa2kOE-nHqWpGUu8yVsbnC4KYSFDnwdNPUJEe0bcXpVu_FG2SJXMRn1vb2k0/root:/JOB6/Abteilung-Accounting/Betrieb-und-Projekte-Prozessmanagement/Support_Case_CASE042_Low.zip,697344,sH8tC54PROIuY9fBxQPJyFqmFwU=,,,2022-12-28T19:20:00Z,2024-06-03T03:15:00Z
013YKIC6HXFK3XOFAQXVK25KRIZZACECB2,Compliance_Report_ISO9001_2022.xlsx,/drives/b!47z2fa2kOE-nHqWpGUu8yVsbnC4KYSFDnwdNPUJEe0bcXpVu_FG2SJXMRn1vb2k0/root:/JOB6/Abteilung-Accounting/Technologie-IT-Operations/Compliance_Report_ISO9001_2022.xlsx,19456,8MonLaGmW5eVWvMVik1K8wa6uCc=,,,2023-06-11T14:21:00Z,2023-09-23T04:56:00Z
013YKIC6EQG3LEVGYIKZJIXROC4VM5CWOI,Customer_CUST3003_Contract.docx,/drives/b!47z2fa2kOE-nHqWpGUu8yVsbnC4KYSFDnwdNPUJEe0bcXpVu_FG2SJXMRn1vb2k0/root:/JOB6/Abteilung-Accounting/Technologie-IT-Operations/Customer_CUST3003_Contract.docx,18647,qmTRKHhsvEVY4nT/P+RY13+aHUw=,,Confidential \ All Employees,2020-08-31T18:45:00Z,2022-02-24T16:54:00Z
013YKIC6GHYSKJM7YJ2ZPJXKC5CHXAHTPE,HR_Onboarding_EMP456_Weber.docx,/drives/b!47z2fa2kOE-nHqWpGUu8yVsbnC4KYSFDnwdNPUJEe0bcXpVu_FG2SJXMRn1vb2k0/root:/JOB6/Abteilung-Accounting/Technologie-IT-Operations/HR_Onboarding_EMP456_Weber.docx,19649,+Xnzml52eWAvddFDPz+J19Dsr0w=,,Confidential \ All Employees,2019-08-08T11:15:00Z,2023-10-28T09:51:00Z
013YKIC6AANOALDDK2N5MLEEZMJIQDH5SQ,Invoice_2021_4567.tar.gz,/drives/b!47z2fa2kOE-nHqWpGUu8yVsbnC4KYSFDnwdNPUJEe0bcXpVu_FG2SJXMRn1vb2k0/root:/JOB6/Abteilung-Accounting/Technologie-IT-Operations/Invoice_2021_4567.tar.gz,182272,eFdTVbyIyVWfcgaSj4GXkkajE4s=,,,2023-05-25T20:25:00Z,2024-02-10T21:06:00Z
013YKIC6GGSBQ56WCQHNN3MUAZJSBQJHMJ,Invoice_2021_1002.pptx,/drives/b!47z2fa2kOE-nHqWpGUu8yVsbnC4KYSFDnwdNPUJEe0bcXpVu_FG2SJXMRn1vb2k0/root:/JOB6/Abteilung-Accounting/Technologie-IT-Operations/Invoice_2021_1002.pptx,345088,olqyWSwFVy4zhh7hBBuWSo/BoUo=,,,2020-08-31T18:45:00Z,2022-02-24T16:54:00Z
013YKIC6D2HC6TEGD3OVLKOSICKOX743B5,Invoice_2024_4567.docx,/drives/b!47z2fa2kOE-nHqWpGUu8yVsbnC4KYSFDnwdNPUJEe0bcXpVu_FG2SJXMRn1vb2k0/root:/JOB6/Abteilung-Accounting/Technologie-IT-Operations/Invoice_2024_4567.docx,19333,ipgpei/P8DXhJ8skfUht+yNepRw=,,Confidential \ All Employees,2024-10-20T05:52:00Z,2025-04-24T18:44:00Z
013YKIC6EFHPYC52SKQJJIERK3F4FC52EC,Invoice_2025_2105.docx,/drives/b!47z2fa2kOE-nHqWpGUu8yVsbnC4KYSFDnwdNPUJEe0bcXpVu_FG2SJXMRn1vb2k0/root:/JOB6/Abteilung-Accounting/Technologie-IT-Operations/Invoice_2025_2105.docx,18906,2wc2ERrVl8My8TDuqpChb5z3Y8k=,,Confidential \ All Employees,2022-01-26T06:59:00Z,2022-11-14T07:12:00Z
013YKIC6EWTBWPXIKBF5IIGQ3AOXEKP32X,Legal_Agreement_MSA_MegaBank.pptx,/drives/b!47z2fa2kOE-nHqWpGUu8yVsbnC4KYSFDnwdNPUJEe0bcXpVu_FG2SJXMRn1vb2k0/root:/JOB6/Abteilung-Accounting/Technologie-IT-Operations/Legal_Agreement_MSA_MegaBank.pptx,126976,Ek3juEotDf8w2UOCtgEQuB9ZY4Q=,,,2022-09-20T11:52:00Z,2023-05-06T23:46:00Z
013YKIC6D6PMBQ6DC77VN3ZK24G4PCSX2V,Marketing_Campaign_NewYear_Apr.xlsx,/drives/b!47z2fa2kOE-nHqWpGUu8yVsbnC4KYSFDnwdNPUJEe0bcXpVu_FG2SJXMRn1vb2k0/root:/JOB6/Abteilung-Accounting/Technologie-IT-Operations/Marketing_Campaign_NewYear_Apr.xlsx,83968,cKQTweFbEH38XqGLM6E3YIYlRL4=,,,2023-06-11T14:21:00Z,2023-09-23T04:56:00Z
013YKIC6EVFH5ZL3CNONIZVUMGMU4IJX6H,Project_KAM-Alpha_Scope.docx,/drives/b!47z2fa2kOE-nHqWpGUu8yVsbnC4KYSFDnwdNPUJEe0bcXpVu_FG2SJXMRn1vb2k0/root:/JOB6/Abteilung-Accounting/Technologie-IT-Operations/Project_KAM-Alpha_Scope.docx,19570,0W1AcUxCzwaCxuIbJr8yPFjQka0=,,Confidential \ All Employees,2017-05-22T05:29:00Z,2020-06-12T00:26:00Z
013YKIC6EE6CNNAOURMZNKYW5ILWGMZVLQ,Project_KAM-Alpha_Scope.xlsx,/drives/b!47z2fa2kOE-nHqWpGUu8yVsbnC4KYSFDnwdNPUJEe0bcXpVu_FG2SJXMRn1vb2k0/root:/JOB6/Abteilung-Accounting/Technologie-IT-Operations/Project_KAM-Alpha_Scope.xlsx,83968,+wCLGAfD9BVwArdkH8Br5g1V+7Y=,,,2018-12-28T06:52:00Z,2019-04-01T10:30:00Z
013YKIC6AKUH7V5HFTEVKLXSBNSEPSIOYX,RnD_Prototype_Neptune_beta.xlsx,/drives/b!47z2fa2kOE-nHqWpGUu8yVsbnC4KYSFDnwdNPUJEe0bcXpVu_FG2SJXMRn1vb2k0/root:/JOB6/Abteilung-Accounting/Technologie-IT-Operations/RnD_Prototype_Neptune_beta.xlsx,71680,sD/Uoxa5H3kZwzMxCtKfu4AQtjg=,,,2016-06-25T04:14:00Z,2020-12-09T10:00:00Z
013YKIC6AO52PQTOGAJNLLKY3CIR44OH5M,Employee_Hoffmann_Oscar_Resume.tar.gz,/drives/b!47z2fa2kOE-nHqWpGUu8yVsbnC4KYSFDnwdNPUJEe0bcXpVu_FG2SJXMRn1vb2k0/root:/JOB6/Abteilung-Accounting/Vertrieb-und-Marketing-Customer-Success/Employee_Hoffmann_Oscar_Resume.tar.gz,241664,ypeSHcR1UOi2aRulWriOLb1+ayg=,,,2020-08-11T18:20:00Z,2021-05-23T00:18:00Z
013YKIC6DIEHEWWAHNKJPKRTHPHVNZHPDW,HR_Onboarding_EMP045_Wagner.xlsx,/drives/b!47z2fa2kOE-nHqWpGUu8yVsbnC4KYSFDnwdNPUJEe0bcXpVu_FG2SJXMRn1vb2k0/root:/JOB6/Abteilung-Accounting/Vertrieb-und-Marketing-Customer-Success/HR_Onboarding_EMP045_Wagner.xlsx,50176,DsbA77CQmucD7BbvVhRCrsWC0cw=,,,2025-10-17T02:23:00Z,2026-07-08T19:12:00Z
013YKIC6DPGB26WTHWVRPLFV3GX6RNX7LF,HR_Onboarding_EMP045_Weber.pdf,/drives/b!47z2fa2kOE-nHqWpGUu8yVsbnC4KYSFDnwdNPUJEe0bcXpVu_FG2SJXMRn1vb2k0/root:/JOB6/Abteilung-Accounting/Vertrieb-und-Marketing-Customer-Success/HR_Onboarding_EMP045_Weber.pdf,212992,7bJPBW4os0iE6Flj2dgrb97qjUE=,,,2023-10-06T18:20:00Z,2023-12-15T17:14:00Z
013YKIC6FTDGIU5QKGX5MIWCI5EVDRZJMJ,HR_Onboarding_EMP456_Weber.zip,/drives/b!47z2fa2kOE-nHqWpGUu8yVsbnC4KYSFDnwdNPUJEe0bcXpVu_FG2SJXMRn1vb2k0/root:/JOB6/Abteilung-Accounting/Vertrieb-und-Marketing-Customer-Success/HR_Onboarding_EMP456_Weber.zip,501760,iI1mEpPZyWAchUo1aysfH8B+9Rw=,,,2022-01-03T01:43:00Z,2023-05-12T15:35:00Z
013YKIC6AK35VLROWTBRJYYLIKDEWWJUWG,Invoice_2024_1001.zip,/drives/b!47z2fa2kOE-nHqWpGUu8yVsbnC4KYSFDnwdNPUJEe0bcXpVu_FG2SJXMRn1vb2k0/root:/JOB6/Abteilung-Accounting/Vertrieb-und-Marketing-Customer-Success/Invoice_2024_1001.zip,163840,AAAAAAAAAAAAAAAAAIACAAAAAAA=,,,2023-05-17T20:00:00Z,2024-11-29T17:20:00Z
013YKIC6FR35FPCQSK4JIIQMCKWLSZKDBB,Invoice_2025_1002.docx,/drives/b!47z2fa2kOE-nHqWpGUu8yVsbnC4KYSFDnwdNPUJEe0bcXpVu_FG2SJXMRn1vb2k0/root:/JOB6/Abteilung-Accounting/Vertrieb-und-Marketing-Customer-Success/Invoice_2025_1002.docx,19044,dr7Yg/SVBrh3Qj0F9evEGRfMwIQ=,,Confidential \ All Employees,2018-08-03T02:35:00Z,2020-11-19T08:56:00Z
013YKIC6FXZGGBKENPOJOJ4GQC62R4DCLE,IT_Ticket_TKT00123_Software.docx,/drives/b!47z2fa2kOE-nHqWpGUu8yVsbnC4KYSFDnwdNPUJEe0bcXpVu_FG2SJXMRn1vb2k0/root:/JOB6/Abteilung-Accounting/Vertrieb-und-Marketing-Customer-Success/IT_Ticket_TKT00123_Software.docx,19564,UQePvTypipmEtuDflpaBCEq3D7s=,,Confidential \ All Employees,2023-03-01T00:47:00Z,2023-04-08T23:08:00Z
013YKIC6GOJ4IRO6EJUJPYE5JXSHSLTFTM,IT_Ticket_TKT00789_Hardware.txt,/drives/b!47z2fa2kOE-nHqWpGUu8yVsbnC4KYSFDnwdNPUJEe0bcXpVu_FG2SJXMRn1vb2k0/root:/JOB6/Abteilung-Accounting/Vertrieb-und-Marketing-Customer-Success/IT_Ticket_TKT00789_Hardware.txt,29796,GPncdBetRXlP2QXzaUa3+Cgjs9E=,,,2017-11-03T13:11:00Z,2020-04-15T21:19:00Z
013YKIC6CXEZGJKK7EYBKITOKIB3QZIUCU,Project_KAM-Beta_Specs.pdf,/drives/b!47z2fa2kOE-nHqWpGUu8yVsbnC4KYSFDnwdNPUJEe0bcXpVu_FG2SJXMRn1vb2k0/root:/JOB6/Abteilung-Accounting/Vertrieb-und-Marketing-Customer-Success/Project_KAM-Beta_Specs.pdf,182272,OUii4MufykXPEvWc57r5MJ46n9E=,,,2013-08-02T07:32:00Z,2016-04-26T10:36:00Z
013YKIC6EYHLQPAHTFHRL2OXIBMPDDOXIA,Salary_Overview_Legal_Mar.docx,/drives/b!47z2fa2kOE-nHqWpGUu8yVsbnC4KYSFDnwdNPUJEe0bcXpVu_FG2SJXMRn1vb2k0/root:/JOB6/Abteilung-Accounting/Vertrieb-und-Marketing-Customer-Success/Salary_Overview_Legal_Mar.docx,19853,H+BgyKMI6E4q4eooK3J830L1C0g=,,Confidential \ All Employees,2023-04-19T06:59:00Z,2023-05-04T17:13:00Z
013YKIC6FE63CAMXOQUBKZ6YXWKXBWFZDY,RnD_Prototype_Orion_beta.xlsx,/drives/b!47z2fa2kOE-nHqWpGUu8yVsbnC4KYSFDnwdNPUJEe0bcXpVu_FG2SJXMRn1vb2k0/root:/JOB6/Abteilung-Accounting/Vertrieb-und-Marketing-Customer-Success/RnD_Prototype_Orion_beta.xlsx,15360,Ny99tIcklgOtM50AJcJ96pk609I=,,,2022-01-21T19:38:00Z,2023-03-10T06:12:00Z
013YKIC6CN2ONGRU7MXZKIPC6BVMCVGL7Z,Sales_Forecast_Q1_2021.docx,/drives/b!47z2fa2kOE-nHqWpGUu8yVsbnC4KYSFDnwdNPUJEe0bcXpVu_FG2SJXMRn1vb2k0/root:/JOB6/Abteilung-Accounting/Vertrieb-und-Marketing-Customer-Success/Sales_Forecast_Q1_2021.docx,19797,tdag/6S4s891PZdIB/0fPJg+po4=,,Confidential \ All Employees,2017-05-28T01:09:00Z,2022-12-21T12:15:00Z
