"name";"dir";"extension";"size";"mtime_datetime";"ctime_datetime";"atime_datetime";"path_length";"path_depth";"owner"
"Annual_Report_2024.tar.gz";"C:\share\Job7\Abteilung-Talent-Development\Facility-und-Workplace-Management";".gz";"690176";"04.07.2020 01:42:00";"13.10.2019 10:11:00";"30.04.2024 04:21:00";"102";"5";""
"Project_KAM-Alpha_Scope.tar.gz";"C:\share\Job7\Abteilung-Office-Management\People-und-Culture-Learning-und-Development";".gz";"690176";"06.06.2023 15:59:00";"19.05.2023 11:05:00";"29.03.2024 10:53:00";"116";"5";""
"Compliance_Report_ISO27001_2025.zip";"C:\share\Job9\Team-Azure\Vertrieb-und-Marketing-Customer-Success";".zip";"690176";"15.09.2024 15:04:00";"12.11.2023 06:47:00";"28.09.2024 21:01:00";"100";"5";""
"Marketing_Campaign_SpringSale_Aug.zip";"C:\share\Job5\Abteilung-Project-Office\Vertrieb-und-Marketing-Customer-Success";".zip";"689152";"13.08.2025 20:05:00";"09.06.2025 21:53:00";"19.08.2025 09:05:00";"116";"5";""
"Operations_SOP_SOP123.tar.gz";"C:\share\Job5\Bereich-Digital-Transformation\Bereich-Digital-Transformation-Digital-Transformation-Prozessdigitalisierung";".gz";"689152";"02.11.2025 17:00:00";"18.10.2025 13:08:00";"12.11.2025 04:53:00";"150";"5";""
"Support_Case_CASE999_Low.tar.gz";"C:\share\Job4\Bereich-Finanzmanagement\Technologie-Cloud-und-Infrastruktur";".gz";"689152";"15.12.2020 04:41:00";"09.05.2020 05:14:00";"05.11.2024 16:46:00";"106";"5";""
"Contract_Addendum_CNT123_Final.zip";"C:\share\Job1\Strategie-und-Kommunikation\Strategie-und-Kommunikation-People-und-Culture-Talent-Acquisition";".zip";"689152";"21.05.2019 19:57:00";"18.08.2016 19:29:00";"16.02.2023 10:16:00";"142";"5";""
"Compliance_Report_GDPR_2022.zip";"C:\share\Job10\Team-UX-Lab\Sicherheit-IT-Security-Management";".zip";"689152";"19.10.2019 10:05:00";"22.12.2018 06:40:00";"27.03.2021 03:28:00";"92";"5";""
"Annual_Report_2024.zip";"C:\share\Job10\Team-Training\Finanzen-Rechnungswesen-und-Buchhaltung";".zip";"688128";"22.04.2024 15:27:00";"08.06.2023 01:40:00";"28.07.2024 18:35:00";"91";"5";""
"Compliance_Report_GDPR_2022.zip";"C:\share\Job10\Team-Recruiting-Ops\Technologie-Cloud-und-Infrastruktur";".zip";"688128";"26.05.2024 02:11:00";"31.10.2023 18:40:00";"01.08.2025 18:18:00";"102";"5";""
"Operations_SOP_SOP045.zip";"C:\share\Job2\ESG-und-Nachhaltigkeit\Betrieb-und-Projekte-Netzbetrieb";".zip";"687104";"28.12.2015 12:26:00";"06.02.2012 01:38:00";"18.02.2022 04:56:00";"95";"5";""
"Customer_Contract.tar.gz";"C:\share\Job2\GB-Betrieb-und-Projekte\Betrieb-und-Projekte-Projektmanagement\Brand-Management-Corporate-Design-Kommunikationsstrategie\Service-Desk-Ticketmanagement-Troubleshooting-Network\Strategieentwicklung-H1-2024-MaÃŸnahmenplanung-Umsetzungskontrolle-Reporting\Standort-Koeln-Gebaeude-DMZ-Infrastruktur-Wartung-Dokumentation-2021\AI-Research-Machine-Learning-NLP-Pilotprojekte-Recommendation-Engine\Controlling-Kostenanalyse-Budgetkontrolle-2020-Q2\Application-Development-Economy-Line-Sprint-Sprint-05";".gz";"687104";"08.08.2026 19:51:00";"28.10.2025 10:23:00";"09.08.2026 00:54:00";"532";"12";""
"Annual_Report_2024.tar.gz";"C:\share\Job10\Team-Legal-Review\Vertrieb-und-Marketing-Customer-Success";".gz";"686080";"25.08.2025 09:10:00";"08.08.2025 17:42:00";"28.09.2025 01:29:00";"98";"5";""
"Customer_Contract.tar.gz";"C:\share\Job3\Bereich-IT-Operations\Vertrieb-und-Marketing-B2B-B2C-Kanaele";".gz";"685056";"31.03.2021 07:49:00";"03.05.2018 17:08:00";"21.01.2024 16:18:00";"99";"5";""
"Budget_Plan_Admin_FY2023.zip";"C:\share\Job9\Team-Network\Betrieb-und-Projekte-Netzbetrieb";".zip";"685056";"15.11.2023 18:13:00";"31.12.2022 02:30:00";"07.09.2025 01:46:00";"88";"5";""
"Invoice_2024_1001.zip";"C:\share\Job1\04-COO-Betrieb-und-Logistik\04-COO-Betrieb-und-Logistik-People-und-Culture-Talent-Acquisition\UX-Lab-Usability-Tests-Designprototypen-Mobile-Prototype\CRM-Team-Datenpflege-Prozessoptimierung-Customer-Portal\Lieferant-Hardware-Lieferant-AG-Rahmenvertrag-2020-Bestellungen-Lieferscheine-Rechnungen-Q4\Customer-Support-1st-2nd-Level-Tickets-2021-Maerz\AI-Research-Machine-Learning-NLP-Pilotprojekte-Recommendation-Engine\AI-und-Automation-KI-Projekte-Machine-Learning-Document-Classification\Product-Management-Produktstrategie-Roadmap-Backlog-Standard-Edition\Sales-Operations-CRM-Kundenmanagement-SMB";".zip";"684032";"23.06.2026 06:06:00";"20.09.2025 08:24:00";"23.06.2026 19:42:00";"635";"13";""
"Invoice_2024_1001.tar.gz";"C:\share\Job1\06-CISO-Informationssicherheit\Sicherheit-IT-Security-Management";".gz";"683008";"07.10.2012 17:08:00";"08.10.2011 18:58:00";"12.12.2012 06:43:00";"103";"5";""
"Employee_Hoffmann_Lukas_Resume.zip";"C:\share\Job10\Team-CRM\Finanzen-Rechnungswesen-und-Buchhaltung";".zip";"683008";"25.01.2021 16:02:00";"23.05.2020 16:34:00";"13.05.2024 21:41:00";"98";"5";""
"HR_Onboarding_EMP001_Hoffmann.zip";"C:\share\Job5\Bereich-Digital-Transformation\Bereich-Digital-Transformation-People-und-Culture-Talent-Acquisition";".zip";"683008";"09.07.2023 20:12:00";"11.04.2018 20:38:00";"20.12.2023 12:07:00";"147";"5";""
"Customer_Contract.tar.gz";"C:\share\Job5\Bereich-Legal-Affairs\Data-und-Analytics-BI-KI-Governance";".gz";"683008";"23.02.2014 01:46:00";"23.02.2011 10:37:00";"08.12.2020 12:10:00";"96";"5";""
"Legal_Agreement_SLA_AcmeCorp.tar.gz";"C:\share\Job7\Abteilung-Office-Management\Finanzen-Rechnungswesen-und-Buchhaltung";".gz";"683008";"07.02.2025 01:11:00";"19.01.2024 12:49:00";"14.02.2025 13:05:00";"117";"5";""
"Finance_Audit_2024_Q2.tar.gz";"C:\share\Job7\Abteilung-Office-Management\People-und-Culture-Learning-und-Development";".gz";"683008";"22.09.2022 20:58:00";"09.11.2017 04:16:00";"30.03.2023 11:52:00";"114";"5";""
"Project_KAM-Alpha_Scope.zip";"C:\share\Job8\Abteilung-Product-Management\Vertrieb-und-Marketing-Kampagnen";".zip";"683008";"28.06.2021 09:32:00";"14.02.2020 07:52:00";"29.09.2021 03:50:00";"103";"5";""
"Training_Material_Leadership_Advanced.tar.gz";"C:\share\Job7\Abteilung-Office-Management\People-und-Culture-Learning-und-Development";".gz";"681984";"16.06.2020 20:53:00";"17.06.2011 01:36:00";"01.10.2020 22:02:00";"130";"5";""
"Compliance_Report_ISO27001_2025.zip";"C:\share\Job8\Abteilung-Product-Management\Facility-und-Workplace-Management";".zip";"681984";"12.07.2025 23:01:00";"10.04.2025 12:19:00";"17.08.2025 16:05:00";"112";"5";""
"Support_Case_CASE999_Low.zip";"C:\share\Job2\GB-Technologie\GB-Technologie-Data-und-Analytics-BI-KI-Governance";".zip";"681984";"20.10.2020 03:01:00";"18.08.2020 06:29:00";"25.09.2023 10:23:00";"108";"5";""
"Support_Case_CASE042_Critical.tar.gz";"C:\share\Job1\04-COO-Betrieb-und-Logistik\Finanzen-Rechnungswesen-und-Buchhaltung\HR-Services-Payroll-Administration-Vertragsmanagement-Einkauf\Legal-Review-Team-Vertragspruefung-Dokumentation-Dienstleistungsvertrag\Campaign-Team-Kampagnenplanung-Medienmanagement-Summer-Campaign\DataOps-Team-Pipelines-Monitoring-Streaming-Pipeline-IoT\Datenschutz-DSGVO-Verzeichnis-Verarbeitungstaetigkeiten-Marketing-Dokumentation\UX-Lab-Usability-Tests-Designprototypen-Workflow-Design\IT-Helpdesk-Benutzersupport-Geraetemanagement-L3-Escalation";".gz";"680960";"06.09.2020 01:35:00";"07.09.2011 09:32:00";"28.01.2022 17:00:00";"569";"12";""
"Project_OP-Sigma_Specs.zip";"C:\share\Job1\02-CFO-Finanzen-und-Controlling\02-CFO-Finanzen-und-Controlling-Technologie-Cloud-und-Infrastruktur";".zip";"680960";"24.05.2024 14:21:00";"04.04.2024 10:18:00";"12.02.2025 18:20:00";"140";"5";""
"Customer_Contract.zip";"C:\share\Job5\Abteilung-Process-Automation\Abteilung-Process-Automation-Vertrieb-und-Marketing-Customer-Success\Azure-Team-Cloud-Betrieb-Automatisierung-Azure-VMs\Finance-Reporting-Team-Finanzberichte-Dashboards-H1-2024\Talent-Development-Schulungen-Onboarding-Coaching-Technical-Training\Marketing-Material-Fruehjahrsaktion-2024-Medien-2022-Regionale-Anpassungen-Sued\Network-Team-Routing-Firewall-VPN-Management-Network\Sales-Operations-CRM-Kundenmanagement-Healthcare";".zip";"680960";"03.11.2025 11:44:00";"30.03.2025 03:37:00";"08.11.2025 21:36:00";"492";"11";""
"Project_DEV-Phoenix_Specs.tar.gz";"C:\share\Job10\Team-QA-Automation\People-und-Culture-HR-Operations";".gz";"678912";"21.10.2018 00:22:00";"23.01.2018 09:25:00";"09.10.2019 12:14:00";"99";"5";""
"Marketing_Campaign_SummerPromo_May.zip";"C:\share\Job3\Bereich-IT-Security-Management\Digital-Transformation-Prozessdigitalisierung\Network-Team-Routing-Firewall-VPN-Management-Network\Application-Development-Premium-Serie-Sprint-Sprint-02\Recruiting-Bewerbungsmanagement-Interviews-Data-Scientist-2023\Training-und-Awareness-Security-Schulungen-Secure-Coding\Produktentwicklung-Standard-Serie-Version-Sprint-04-Testberichte-Systemtests-Ergebnisse\Analytics-Team-Data-Visuals-Forecasting-Sales-Forecast";".zip";"678912";"06.12.2019 22:18:00";"18.04.2019 14:16:00";"20.05.2025 05:53:00";"500";"11";""
"Employee_Resume_Smith.zip";"C:\share\Job8\Abteilung-Infrastructure-Services\Abteilung-Infrastructure-Services-Data-und-Analytics-BI-KI-Governance\Qualitaetssicherung-TISAX-Zertifizierung-2023-Pruefberichte-Massnahmenkatalog\Process-Automation-Workflow-RPA-Reporting-Process\Network-Team-Routing-Firewall-VPN-DMZ\Application-Development-Enterprise-Edition-Sprint-Sprint-03\SOC-Team-Security-Monitoring-Forensik-Vulnerability-Scan\Security-Operations-SIEM-Patchmanagement-Ueberwachung";".zip";"678912";"10.01.2025 19:11:00";"04.01.2024 17:42:00";"09.05.2025 17:42:00";"480";"11";""
"Compliance_Report_SOX_2025.tar.gz";"C:\share\Job1\05-CHRO-Personal-und-Kultur\05-CHRO-Personal-und-Kultur-Betrieb-und-Projekte-Projektmanagement\Employer-Branding-Karriereportal-Social-Media-Hochschulmarketing\Accounting-Hauptbuch-Debitoren-Kreditoren-Steuer-2023\Marketing-Material-Fruehjahrsaktion-2024-Medien-2024-Regionale-Anpassungen-Nord\Azure-Team-Cloud-Betrieb-Automatisierung-Azure-SQL\UX-Lab-Usability-Tests-Designprototypen-Workflow-Design\Strategieentwicklung-Q1-2024-MaÃŸnahmenplanung-Umsetzungskontrolle-Reporting\Incident-Response-Security-Response-Forensik-Phishing-Attack";".gz";"677888";"16.11.2019 13:56:00";"17.12.2017 09:06:00";"03.03.2020 17:24:00";"586";"12";""
"Employee_Resume_Smith.tar.gz";"C:\share\Job1\02-CFO-Finanzen-und-Controlling\Finanzen-Finanzmanagement-Controlling";".gz";"676864";"02.06.2023 08:58:00";"12.03.2022 18:51:00";"21.06.2023 12:49:00";"112";"5";""
"Legal_Agreement_NDA_HealthPlus.zip";"C:\share\Job10\Team-UX-Lab\People-und-Culture-Learning-und-Development";".zip";"676864";"02.09.2025 16:31:00";"20.06.2025 12:45:00";"05.10.2025 15:14:00";"105";"5";""
"Customer_Contract.zip";"C:\share\Job8\Abteilung-Incident-Response\Vertrieb-und-Marketing-Customer-Success";".zip";"675840";"18.07.2019 07:56:00";"28.10.2017 14:00:00";"03.03.2022 21:01:00";"103";"5";""
"Compliance_Report_ISO27001_2022.tar.gz";"C:\share\Job8\Abteilung-DevOps\Finanzen-Finanzmanagement-Controlling";".gz";"674816";"17.09.2021 10:23:00";"20.06.2019 23:39:00";"12.02.2023 11:27:00";"107";"5";""
"Budget_Plan_Finance_FY2024.tar.gz";"C:\share\Job9\Team-Azure\Vertrieb-und-Marketing-Customer-Success";".gz";"674816";"18.08.2023 01:20:00";"25.01.2019 23:58:00";"06.11.2024 23:53:00";"98";"5";""
"Sales_Forecast_Q3_2025.tar.gz";"C:\share\Job8\Abteilung-DevOps\Facility-und-Workplace-Management";".gz";"673792";"02.01.2025 14:29:00";"31.08.2022 06:51:00";"04.03.2025 11:56:00";"94";"5";""
"Training_Material_ProjectManagement_Intermediate.tar.gz";"C:\share\Job4\Bereich-Prozessmanagement\Facility-und-Workplace-Management";".gz";"673792";"21.01.2024 01:39:00";"04.12.2022 17:00:00";"16.04.2025 14:57:00";"129";"5";""
"Contract_Addendum_CNT456_R2.tar.gz";"C:\share\Job7\Abteilung-Security-Operations\Finanzen-Vertragswesen-und-Einkauf";".gz";"673792";"18.11.2022 00:38:00";"25.02.2022 15:04:00";"04.07.2025 18:33:00";"113";"5";""
"Training_Material_ProjectManagement_Advanced.zip";"C:\share\Job6\Abteilung-Customer-Support\Technologie-IT-Operations";".zip";"672768";"22.09.2023 11:23:00";"20.12.2021 09:26:00";"12.12.2023 03:28:00";"115";"5";""
"Salary_Overview_IT_Dec.zip";"C:\share\Job3\GB-Kundenerlebnis-und-Support\Finanzen-Finanzmanagement-Controlling";".zip";"672768";"03.08.2025 14:32:00";"16.12.2024 21:30:00";"23.09.2025 02:12:00";"108";"5";""
"Employee_Resume_Smith.tar.gz";"C:\share\Job8\Abteilung-Infrastructure-Services\Abteilung-Infrastructure-Services-People-und-Culture-Talent-Acquisition";".gz";"672768";"23.08.2015 02:06:00";"26.12.2011 11:31:00";"03.10.2020 08:27:00";"148";"5";""
"Operations_SOP_SOP123.tar.gz";"C:\share\Job8\Abteilung-DevOps\Finanzen-Vertragswesen-und-Einkauf";".gz";"672768";"08.03.2015 19:36:00";"08.03.2011 10:30:00";"01.03.2022 10:49:00";"94";"5";""
"Invoice_2021_1002.zip";"C:\share\Job10\Team-UX-Lab\Sicherheit-Cyber-Defense-SOC";".zip";"670720";"22.06.2020 04:44:00";"28.03.2019 17:47:00";"17.05.2023 22:01:00";"77";"5";""
"Annual_Report_2024.zip";"C:\share\Job5\Abteilung-Project-Office\People-und-Culture-HR-Operations\Cloud-Infrastructure-Azure-Team-2020-Projekte\Product-Owners-Backlogpflege-Sprintplanung-Sprint-02\Archiv-Altdaten-2024-Quartal-Q1-Migration-Bereinigung\Marketing-Material-Black-Friday-2023-Medien-2021-Regionale-Anpassungen-Zentral\Cloud-Infrastructure-Azure-Team-2022-Projekte";".zip";"669696";"19.09.2023 10:32:00";"30.12.2022 11:29:00";"20.09.2025 01:32:00";"372";"10";""
"Sales_Forecast_Q2_2022.zip";"C:\share\Job7\Abteilung-BI-und-Reporting\Vertrieb-und-Marketing-B2B-B2C-Kanaele";".zip";"669696";"02.08.2020 10:29:00";"20.01.2020 09:51:00";"12.05.2023 20:07:00";"106";"5";""
"IT_Ticket_TKT00456_Network.zip";"C:\share\Job1\03-CTO-Technologie-und-IT\Vertrieb-und-Marketing-Kampagnen";".zip";"668672";"05.04.2020 04:39:00";"06.04.2011 10:11:00";"05.10.2022 22:23:00";"103";"5";""
"Project_KAM-Alpha_Scope.zip";"C:\share\Job9\Team-SOC\People-und-Culture-Learning-und-Development";".zip";"668672";"14.07.2023 13:27:00";"30.05.2023 05:14:00";"09.09.2024 03:38:00";"94";"5";""
"Project_KAM-Gamma_Specs.pdf";"C:\share\Job2\GB-Finanzen-und-Verwaltung\GB-Finanzen-und-Verwaltung-Sicherheit-Cyber-Defense-SOC";".pdf";"667648";"28.02.2024 13:21:00";"10.04.2023 00:27:00";"08.07.2024 04:57:00";"124";"5";""
"Meeting_Minutes_Team_2024-06-10.zip";"C:\share\Job9\Team-Linux\People-und-Culture-Learning-und-Development";".zip";"666624";"16.02.2025 04:45:00";"26.12.2021 19:43:00";"19.05.2025 17:26:00";"104";"5";""
"Invoice_2022_1400.tar.gz";"C:\share\Job2\Assistenz-der-Geschaeftsfuehrung\Technologie-Cloud-und-Infrastruktur";".gz";"665600";"19.04.2023 00:02:00";"19.01.2020 11:47:00";"15.08.2023 22:28:00";"107";"5";""
"Employee_Resume_Smith.tar.gz";"C:\share\Job3\Bereich-Network-Engineering\People-und-Culture-HR-Operations";".gz";"665600";"22.05.2019 21:07:00";"22.12.2018 13:15:00";"27.09.2020 02:26:00";"103";"5";""
"Budget_Plan_Admin_FY2024.tar.gz";"C:\share\Job9\Team-Windows\Team-Windows-People-und-Culture-Talent-Acquisition";".gz";"662528";"20.01.2023 10:00:00";"07.02.2022 21:09:00";"09.04.2025 23:25:00";"109";"5";""
"Marketing_Campaign_SummerPromo_Nov.zip";"C:\share\Job5\Abteilung-Process-Automation\Abteilung-Process-Automation-Vertrieb-und-Marketing-Customer-Success\Azure-Team-Cloud-Betrieb-Automatisierung-Azure-VMs\Finance-Reporting-Team-Finanzberichte-Dashboards-H1-2024\Talent-Development-Schulungen-Onboarding-Coaching-Technical-Training\Marketing-Material-Fruehjahrsaktion-2024-Medien-2022-Regionale-Anpassungen-Sued\Network-Team-Routing-Firewall-VPN-Management-Network\Sales-Operations-CRM-Kundenmanagement-Healthcare";".zip";"661504";"11.05.2024 16:27:00";"02.06.2023 15:23:00";"18.07.2025 14:10:00";"509";"11";""
"Project_KAM-Alpha_Scope.tar.gz";"C:\share\Job6\Abteilung-Service-Desk\Betrieb-und-Projekte-Projektmanagement";".gz";"659456";"01.10.2023 04:02:00";"27.03.2022 20:14:00";"21.07.2025 19:55:00";"106";"5";""
"Project_KAM-Beta_Specs.zip";"C:\share\Job10\Team-Training\Digital-Transformation-Prozessdigitalisierung\Controlling-Kostenanalyse-Budgetkontrolle-2025-Q3\QA-Testing-Qualitaetssicherung-Regression-UAT\AI-und-Automation-KI-Projekte-Machine-Learning-Predictive-Maintenance\Recruiting-Ops-Interviewkoordination-Bewerbermanagement-Engineering\Governance-Team-Richtlinien-Zertifizierungen-ISO-27001";".zip";"659456";"03.02.2024 10:44:00";"09.04.2023 11:54:00";"25.05.2024 18:24:00";"390";"10";""
"Invoice_2024_1001.pptx";"C:\share\Job10\Team-Governance\Team-Governance-Technologie-Cloud-und-Infrastruktur";".pptx";"658432";"09.10.2023 21:13:00";"25.09.2022 20:41:00";"07.03.2025 10:12:00";"105";"5";""
"Customer_Contract.zip";"C:\share\Job1\Datenschutz-und-Governance\Sicherheit-IT-Security-Management";".zip";"658432";"03.07.2022 10:41:00";"10.04.2016 21:37:00";"14.01.2024 12:20:00";"96";"5";""
"RnD_Prototype_Phoenix_v3.0.tar.gz";"C:\share\Job6\Abteilung-Service-Desk\Vertrieb-und-Marketing-Kampagnen";".gz";"658432";"13.07.2023 04:33:00";"28.06.2023 16:19:00";"28.04.2024 12:15:00";"103";"5";""
"Customer_Contract.tar.gz";"C:\share\Job10\Team-QA-Automation\Technologie-Network-Engineering";".gz";"657408";"05.03.2017 16:46:00";"31.05.2013 22:19:00";"02.10.2018 08:21:00";"90";"5";""
"Invoice_2024_1001.tar.gz";"C:\share\Job3\Bereich-Cyber-Defense\Bereich-Cyber-Defense-Technologie-IT-Operations";".gz";"656384";"27.08.2025 20:19:00";"24.06.2025 13:15:00";"03.09.2025 10:19:00";"108";"5";""
"Finance_Audit_2025_Q2.zip";"C:\share\Job4\Bereich-Talent-Acquisition\People-und-Culture-Talent-Acquisition";".zip";"656384";"17.01.2024 05:40:00";"05.07.2023 14:09:00";"13.09.2025 06:16:00";"104";"5";""
"Employee_Resume_Smith.tar.gz";"C:\share\Job3\Bereich-Netzbetrieb\Bereich-Netzbetrieb-Technologie-Cloud-und-Infrastruktur";".gz";"655360";"24.05.2018 05:35:00";"12.12.2015 12:29:00";"12.05.2024 17:26:00";"118";"5";""
"Budget_Plan_Operations_FY2023.zip";"C:\share\Job2\ESG-und-Nachhaltigkeit\Betrieb-und-Projekte-Netzbetrieb";".zip";"655360";"28.09.2023 16:21:00";"03.07.2016 04:30:00";"14.04.2024 02:45:00";"103";"5";""
"Customer_Contract.zip";"C:\share\Job8\Abteilung-Training-und-Awareness\Abteilung-Training-und-Awareness-Betrieb-und-Projekte-Netzbetrieb\AI-und-Automation-KI-Projekte-Machine-Learning-Chatbot-Assistant\Strategieentwicklung-FY-2024-MaÃŸnahmenplanung-Umsetzungskontrolle-Reporting\Supplier-Management-Team-Lieferantenbewertung-Hardware-Lieferant-AG\Training-und-Awareness-Security-Schulungen-Secure-Coding\Talent-Development-Schulungen-Onboarding-Coaching-Compliance-Schulung\Project-Control-Team-Terminplanung-Risikomanagement-Go-Live\Recruiting-Ops-Interviewkoordination-Bewerbermanagement-Sales";".zip";"654336";"06.02.2021 14:48:00";"02.03.2020 07:46:00";"07.08.2024 20:22:00";"593";"12";""
"Training_Material_ProjectManagement_Beginner.tar.gz";"C:\share\Job4\Bereich-Customer-Success\Vertrieb-und-Marketing-Customer-Success";".gz";"652288";"14.09.2018 02:55:00";"08.06.2018 20:23:00";"07.04.2019 18:08:00";"130";"5";""
"Customer_CUST3003_Contract.zip";"C:\share\Job8\Abteilung-Product-Management\Finanzen-Finanzmanagement-Controlling";".zip";"652288";"24.04.2020 05:52:00";"24.05.2016 20:04:00";"22.03.2022 19:09:00";"111";"5";""
"HR_Onboarding_EMP045_Becker.zip";"C:\share\Job7\Abteilung-Office-Management\People-und-Culture-Learning-und-Development\Finance-Reporting-Team-Finanzberichte-Dashboards-Q1-2024\Accounting-Hauptbuch-Debitoren-Kreditoren-Steuer-2020\Kundenprojekt-Weber-Industriebedarf-Anforderungsanalyse-Konzeption-Umsetzung-Implementation\IT-Projekt-Data-Warehouse-Phase-Go-Live-Technische-Spezifikation-Staging";".zip";"651264";"30.05.2021 10:19:00";"27.11.2015 15:11:00";"13.07.2025 14:30:00";"393";"9";""
"Budget_Plan_Admin_FY2025.tar.gz";"C:\share\Job4\Bereich-Marketing\People-und-Culture-Learning-und-Development";".gz";"651264";"07.10.2014 05:34:00";"07.02.2013 20:13:00";"20.10.2024 20:58:00";"107";"5";""
"Training_Material_ProjectManagement_Beginner.zip";"C:\share\Job5\Abteilung-Project-Office\People-und-Culture-HR-Operations\Cloud-Infrastructure-Azure-Team-2020-Projekte\Product-Owners-Backlogpflege-Sprintplanung-Sprint-02\Archiv-Altdaten-2024-Quartal-Q1-Migration-Bereinigung\Marketing-Material-Black-Friday-2023-Medien-2021-Regionale-Anpassungen-Zentral\Cloud-Infrastructure-Azure-Team-2022-Projekte";".zip";"650240";"18.08.2021 02:51:00";"28.05.2019 22:42:00";"20.04.2025 08:49:00";"398";"10";""
"Finance_Audit_2024_Q1.tar.gz";"C:\share\Job6\Abteilung-Customer-Support\Sicherheit-Cyber-Defense-SOC";".gz";"649216";"07.07.2024 16:04:00";"10.12.2021 20:55:00";"23.06.2025 00:02:00";"98";"5";""
"Customer_Contract.tar.gz";"C:\share\Job8\Abteilung-UX-UI-Design\Abteilung-UX-UI-Design-Vertrieb-und-Marketing-B2B-B2C-Kanaele";".gz";"649216";"04.11.2025 14:41:00";"01.06.2025 05:23:00";"05.11.2025 06:29:00";"123";"5";""
"Budget_Plan_RnD_FY2025.tar.gz";"C:\share\Job8\Abteilung-DevOps\Digital-Transformation-Prozessdigitalisierung";".gz";"649216";"10.12.2018 11:59:00";"08.01.2016 12:03:00";"18.05.2024 20:15:00";"106";"5";""
"Training_Material_ProjectManagement_Intermediate.tar.gz";"C:\share\Job7\Abteilung-Solution-Architecture\Betrieb-und-Projekte-Prozessmanagement";".gz";"648192";"27.11.2025 15:23:00";"06.09.2025 04:35:00";"28.11.2025 04:32:00";"140";"5";""
"RnD_Prototype_Orion_v3.0.tar.gz";"C:\share\Job1\04-COO-Betrieb-und-Logistik\04-COO-Betrieb-und-Logistik-Technologie-Network-Engineering";".gz";"648192";"03.02.2018 09:41:00";"15.09.2017 18:01:00";"12.08.2022 13:38:00";"133";"5";""
"Project_KAM-Alpha_Scope.tar.gz";"C:\share\Job2\Interne-Revision\Digital-Transformation-Prozessdigitalisierung";".gz";"646144";"05.11.2020 02:42:00";"26.09.2020 16:51:00";"13.12.2024 15:01:00";"107";"5";""
"Annual_Report_2024.zip";"C:\share\Job5\Abteilung-Process-Automation\Abteilung-Process-Automation-Vertrieb-und-Marketing-Customer-Success\Azure-Team-Cloud-Betrieb-Automatisierung-Azure-VMs\Finance-Reporting-Team-Finanzberichte-Dashboards-H1-2024\Talent-Development-Schulungen-Onboarding-Coaching-Technical-Training\Marketing-Material-Fruehjahrsaktion-2024-Medien-2022-Regionale-Anpassungen-Sued\Network-Team-Routing-Firewall-VPN-Management-Network\Sales-Operations-CRM-Kundenmanagement-Healthcare";".zip";"646144";"29.08.2024 09:24:00";"03.06.2022 10:26:00";"14.09.2024 11:55:00";"493";"11";""
"Finance_Audit_2025_Q1.zip";"C:\share\Job4\Bereich-Rechnungswesen\Bereich-Rechnungswesen-People-und-Culture-HR-Operations\Product-Owners-Backlogpflege-Sprintplanung-Sprint-01\Key-Account-Management-Grosskundenbetreuung-Partner-Solutions\Produktentwicklung-Premium-Serie-Version-Sprint-02-Testberichte-UAT-Ergebnisse\Standort-Frankfurt-Gebaeude-Management-Network-Infrastruktur-Wartung-Dokumentation-2025\Key-Account-Management-Grosskundenbetreuung-Partner-Solutions";".zip";"646144";"19.12.2023 15:22:00";"17.04.2022 11:21:00";"25.10.2025 15:25:00";"462";"10";""
"Customer_CUST7007_Contract.zip";"C:\share\Job4\Bereich-Customer-Success\Sicherheit-Cyber-Defense-SOC";".zip";"645120";"02.01.2016 05:21:00";"24.04.2015 10:21:00";"27.12.2022 22:13:00";"98";"5";""
"Contract_Addendum_CNT001_R2.tar.gz";"C:\share\Job9\Team-SOC\Team-SOC-Digital-Transformation-Prozessdigitalisierung";".gz";"644096";"06.03.2022 23:54:00";"19.08.2018 13:59:00";"30.01.2024 22:21:00";"112";"5";""
"PurchaseOrder_PO4321.zip";"C:\share\Job6\Abteilung-Digital-Marketing\Abteilung-Digital-Marketing-Betrieb-und-Projekte-Prozessmanagement";".zip";"643072";"25.03.2025 03:01:00";"27.07.2024 17:37:00";"07.11.2025 20:13:00";"133";"5";""
"Meeting_Minutes_Review_2024-06-10.zip";"C:\share\Job6\Abteilung-HR-Services\Finanzen-Rechnungswesen-und-Buchhaltung";".zip";"643072";"10.08.2025 18:26:00";"05.06.2025 22:47:00";"05.11.2025 13:48:00";"113";"5";""
"Invoice_2025_2105.tar.gz";"C:\share\Job8\Abteilung-DevOps\Finanzen-Vertragswesen-und-Einkauf";".gz";"642048";"18.05.2025 00:40:00";"03.01.2025 05:21:00";"01.09.2025 00:38:00";"90";"5";""
"Annual_Report_2024.zip";"C:\share\Job7\Abteilung-Recruiting\Betrieb-und-Projekte-Netzbetrieb";".zip";"641024";"28.08.2021 12:02:00";"08.09.2017 05:56:00";"28.03.2023 01:02:00";"90";"5";""
"Operations_SOP_SOP045.tar.gz";"C:\share\Job3\GB-Kundenerlebnis-und-Support\Finanzen-Finanzmanagement-Controlling";".gz";"641024";"06.10.2025 04:31:00";"03.06.2025 21:29:00";"26.10.2025 10:59:00";"110";"5";""
